-9.535697887970619, -9.809947964493425, 11, 20.545454545454547
-6.391168630751967, -6.42904352163611, 54, 658.5370370370368
-2.8525636896172593, -2.8402918069584686, 84, 1304.2261904761933
0.6715382057178942, 0.4487215909090878, 128, 2952.2734374999995
4.1934974747474705, 3.633741334917822, 170, 4859.494117647056
7.846701909201901, 6.768089175781483, 169, 4920.556213017747
11.404025239755331, 9.432588421083999, 113, 2466.4247787610707
14.947103325702798, 11.410762070971504, 191, 6654.59685863874
18.455998589425555, 12.58938069836946, 178, 6414.831460674176
22.11431571146244, 13.410869565217386, 184, 6266.913043478237
25.65091237231067, 13.764635051075718, 177, 5641.3672316384
29.286991523374198, 13.9563888418637, 179, 5733.117318435756
32.85822709765725, 14.083783917607455, 136, 3072.8676470588266
36.37724280875475, 14.079322163753307, 167, 5458.574850299423
39.80039682539684, 14.112282828282833, 75, 1017.4400000000014
