-13.960233428603644, -0.09458866455510734, , 
-13.457349627140175, -0.09140773587331807, , 
-12.901577448284536, -0.0864511245332259, , 
-12.358987690537099, -0.08366460161762179, , 
-11.782494265606317, -0.08055810713046235, , 
-11.256238096317794, -0.07299652598520062, , 
-10.692391641661876, -0.07010623806532279, , 
-10.16380164366742, -0.06604880663992707, , 
-9.60213757653899, -0.06304317998948866, , 
-9.048914115262441, -0.05854308988966406, , 
-8.501291520470623, -0.11074751486220369, , 
-7.960055404999304, -0.18941681627998375, , 
-8.033670415381824, -0.16519101703665462, , 
-7.400486088825016, -0.26836191686475586, , 
-6.849612580559858, -0.3490161471907244, , 
-6.29709323417377, -0.4264747638859363, , 
-5.748985162587028, -0.5055083277607039, , 
-5.2076099931463045, -0.5839952516237524, , 
-4.664358145112647, -0.6616645015311695, , 
-4.09247197977929, -0.7440448022799941, , 
-3.550086941836547, -0.8209442258736395, , 
-3.0593694125573307, -0.8971587137694514, , 
